"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","LotShape","LotConfig","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","PavedDrive","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"157",157,20,"RL",60,8.88183630500415,"Reg","Inside","NAmes","Norm","1Fam","1Story",5,7,1950,1950,"Hip","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","Fa","No","GLQ",0,0,0,0,"TA","Y","FuseF",6.94697599213542,0,0,6.94697599213542,0,0,1,0,2,1,"TA",5,0,"Detchd",1950,"Unf",2,6.4377516497364,"Y",0,0,0,0,0,6,2006,"WD","Normal",11.6036798282387
"158",158,60,"RL",92,9.39291189752534,"Reg","Corner","Timber","Norm","1Fam","2Story",8,5,2009,2010,"Gable","VinylSd","VinylSd","BrkFace",4.43081679884331,"Gd","TA","PConc","Ex","No","Unf",0,0,6.65157187358973,6.65157187358973,"Ex","Y","SBrkr",6.65157187358973,7.08506429395255,0,7.5847730776122,0,0,2,1,4,1,"Ex",8,1,"BuiltIn",2009,"Fin",3,6.52209279817015,"Y",0,0,0,0,0,5,2010,"New","Partial",12.5043236693312
"159",159,60,"FV",100,9.43763529441287,"Reg","Corner","Somerst","Norm","1Fam","2Story",7,5,2004,2005,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","No","GLQ",5.40267738187228,0,6.64509096950564,6.89871453432999,"Ex","Y","SBrkr",6.89871453432999,6.8627579130514,0,7.5740450053722,0,0,2,1,3,1,"Gd",8,1,"Attchd",2004,"RFn",2,6.5191472879404,"Y",0,0,0,0,0,5,2010,"WD","Normal",12.4486265903642
"160",160,60,"RL",134,9.87189368094495,"IR1","Corner","Gilbert","Norm","1Fam","2Story",7,5,2005,2006,"Gable","VinylSd","VinylSd","BrkFace",6.12249280951439,"Gd","TA","PConc","Gd","Mn","GLQ",4.04305126783455,0,7.19668657083435,7.23849684089437,"Ex","Y","SBrkr",7.23849684089437,6.97541392745595,0,7.8087293067444,1,0,2,1,4,1,"Gd",9,1,"Attchd",2006,"RFn",2,6.35610766069589,"Y",0,5.12396397940326,0,0,0,3,2006,"New","Partial",12.6760762747759
"161",161,20,"RL",61.7182861145023,9.31650056780457,"IR1","CulDSac","Veenker","Norm","1Fam","1Story",6,6,1984,1984,"Gable","Plywood","Plywood","None",0,"TA","TA","PConc","Gd","No","BLQ",6.49223983502047,0,6.3491389913798,7.11639414409346,"TA","Y","SBrkr",7.11639414409346,0,0,7.11639414409346,0,0,2,0,3,1,"TA",6,0,"Attchd",1984,"Unf",2,6.24610676548156,"Y",0,0,0,0,0,6,2008,"WD","Normal",11.9984332807519
"162",162,60,"RL",110,9.52427481557203,"IR1","Inside","NridgHt","Norm","1Fam","2Story",9,5,2003,2004,"Gable","VinylSd","VinylSd","BrkFace",6.49828214947643,"Gd","TA","PConc","Ex","Av","GLQ",6.92362862813843,0,6.32076829425058,7.36010397298915,"Ex","Y","SBrkr",7.36010397298915,6.99942246750796,0,7.88908440703551,1,0,2,1,3,1,"Ex",10,2,"BuiltIn",2003,"Fin",3,6.5875500148248,"Y",0,0,0,0,0,3,2008,"WD","Normal",12.9299914847569
"163",163,20,"RL",95,9.40771473139643,"Reg","Corner","NridgHt","Norm","1Fam","1Story",7,5,2005,2005,"Gable","VinylSd","VinylSd","BrkFace",5.42053499927229,"Gd","TA","PConc","Gd","Mn","BLQ",7.09090982207998,0,5.82894561761021,7.34018683532012,"Ex","Y","SBrkr",7.34018683532012,0,0,7.34018683532012,0,0,2,0,3,1,"Gd",7,1,"Attchd",2005,"RFn",2,6.27664348934164,"Y",0,0,0,0,0,5,2010,"New","Partial",12.3013828253345
"164",164,45,"RL",55,8.61250337122056,"Reg","Inside","OldTown","Norm","1Fam","1.5Unf",4,6,1956,1956,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","No","Unf",0,0,6.78219205600679,6.78219205600679,"Ex","Y","SBrkr",6.78219205600679,0,0,6.78219205600679,0,0,1,0,1,1,"TA",4,0,"2Types",1822.49321319251,"Fin",0,0,"Y",0,0,0,0,0,4,2007,"WD","Normal",11.5444241320296
"165",165,40,"RM",40,8.59415423255237,"Reg","Corner","OldTown","Norm","1Fam","1Story",6,7,1926,2004,"Gable","MetalSd","MetalSd","None",0,"TA","Gd","BrkTil","TA","Mn","LwQ",5.91350300563827,0,6.65801104587075,7.04664727784876,"Gd","Y","FuseA",7.04664727784876,6.1463292576689,0,7.38770923908104,0,0,2,0,3,1,"Gd",5,0,"Detchd",1926,"Unf",1,5.37527840768417,"Y",5.20948615284142,0,0,0,0,10,2007,"WD","Normal",11.9316357998284
"166",166,190,"RL",62,9.22088458585185,"Reg","Inside","Edwards","Norm","2fmCon","1.5Fin",5,7,1940,1999,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","Gd","BrkTil","TA","No","ALQ",5.86078622346587,5.19849703126583,4.71849887129509,6.46769872610435,"Gd","Y","SBrkr",6.69456205852109,6.30444880242198,0,7.2115567333138,1,0,2,0,4,2,"TA",6,0,"2Types",1806.36092086829,"Unf",0,0,"Y",0,0,0,0,0,9,2008,"WD","Normal",11.7558716435806
"167",167,20,"RL",98.2104948986774,9.27874640464024,"IR1","Inside","ClearCr","Norm","1Fam","1Story",5,5,1955,1993,"Hip","Wd Sdng","Wd Sdng","None",0,"Gd","TA","CBlock","TA","No","LwQ",5.93753620508243,6.64378973314767,6.1527326947041,7.38832785957711,"Ex","Y","FuseA",7.53208814354172,0,0,7.53208814354172,1,0,1,0,2,1,"TA",7,3,"Attchd",1955,"Fin",1,5.71373280550937,"Y",0,0,4.95582705760126,0,0,11,2009,"COD","Normal",12.1547793511426
"168",168,60,"RL",86,9.26501793326688,"Reg","Inside","NridgHt","Norm","1Fam","2Story",8,5,2007,2007,"Gable","VinylSd","VinylSd","Stone",5.7037824746562,"Gd","TA","PConc","Ex","No","GLQ",7.1608459066643,0,5.68357976733868,7.3664451483276,"Ex","Y","SBrkr",7.38398945797851,6.31173480915291,0,7.67832635650689,1,0,1,1,3,1,"Ex",8,1,"Attchd",2007,"Fin",3,6.67076632084587,"Y",0,0,0,0,0,11,2007,"New","Partial",12.6934986204678
"169",169,60,"RL",62,9.01724094201035,"IR1","Inside","Gilbert","Norm","1Fam","2Story",7,5,2004,2004,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","No","Unf",0,0,6.73340189183736,6.73340189183736,"Ex","Y","SBrkr",6.73340189183736,6.77992190747225,0,7.4500795698075,0,0,2,1,3,1,"Gd",7,1,"Attchd",2004,"Fin",2,6.08677472691231,"Y",0,0,0,0,0,5,2007,"WD","Normal",12.1199699464768
"170",170,20,"RL",95.3055254347462,9.72130598594309,"IR1","Corner","Timber","Norm","1Fam","1Story",8,6,1981,1981,"Hip","Plywood","Plywood","BrkFace",6.48157712927643,"Gd","TA","CBlock","Gd","No","Unf",0,0,7.4301141385618,7.4301141385618,"TA","Y","SBrkr",7.44249272279444,0,0,7.44249272279444,0,0,2,1,2,1,"TA",6,1,"Attchd",1981,"RFn",2,6.2363695902037,"Y",0,0,0,0,0,1,2006,"WD","Normal",12.3371009079366
"171",171,50,"RM",83.1087744609139,9.42205890562093,"IR1","Inside","OldTown","Feedr","1Fam","1.5Fin",5,6,1941,1950,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","No","Rec",5.88610403145016,0,5.88610403145016,6.5792512120101,"TA","Y","SBrkr",6.74993119378857,0,6.26909628370626,7.23128700432762,0,0,1,1,2,1,"TA",7,0,"Detchd",1991,"Unf",2,6.49223983502047,"Y",0,0,0,0,0,5,2007,"WD","Normal",11.7636841833174
"172",172,20,"RL",141,10.3662777272636,"IR1","Corner","NAmes","Norm","1Fam","1Story",6,5,1960,1960,"Hip","BrkFace","Plywood","Stone",4.71849887129509,"TA","TA","CBlock","TA","Gd","BLQ",6.45990445437753,0,6.08904487544685,6.98471632011827,"Fa","Y","SBrkr",7.4121603349452,0,0,7.4121603349452,1,0,1,0,3,1,"TA",7,2,"Attchd",1960,"Fin",2,6.26909628370626,"P",0,0,0,0,0,5,2010,"WD","Normal",12.2783933071098
"173",173,160,"RL",44,8.57659353469768,"IR1","Inside","StoneBr","Norm","TwnhsE","2Story",7,7,1987,1987,"Gable","HdBoard","HdBoard","None",0,"Gd","Gd","PConc","Gd","No","GLQ",6.20455776256869,5.37063802812766,5.86929691313377,6.96979066990159,"Gd","Y","SBrkr",6.96979066990159,6.55535689181067,0,7.4770384723197,1,0,2,0,2,1,"Gd",5,1,"Attchd",1987,"RFn",2,6.22257626807137,"Y",0,0,0,0,0,6,2006,"WD","Normal",12.3842188309136
"174",174,20,"RL",80,9.22984883836423,"IR1","Inside","NAmes","Norm","1Fam","1Story",6,5,1961,1961,"Gable","WdShing","Wd Shng","BrkCmn",6.19644412779452,"TA","TA","CBlock","TA","No","ALQ",5.66296048013595,5.92425579741453,6.5510803350434,7.21670948670946,"TA","Y","SBrkr",7.21670948670946,0,0,7.21670948670946,1,0,1,1,3,1,"TA",6,1,"Attchd",1961,"Unf",2,6.22257626807137,"Y",0,0,0,0,0,6,2008,"COD","Normal",12.0015054797889
"175",175,20,"RL",47,9.426741242423,"IR1","Inside","Timber","Norm","1Fam","1Story",6,5,1986,1986,"Gable","VinylSd","Plywood","Stone",4.88280192258637,"TA","TA","CBlock","Gd","No","ALQ",7.24279792279376,5.33753807970132,0,7.38150189450671,"TA","Y","SBrkr",7.40913644392013,0,0,7.40913644392013,1,0,2,0,3,1,"TA",7,1,"Attchd",1986,"Fin",2,6.42324696353352,"Y",0,0,0,0,0,11,2008,"WD","Normal",12.1226910365911
"176",176,20,"RL",84,9.44264186107516,"Reg","Corner","Edwards","Norm","1Fam","1Story",6,7,1950,2001,"Gable","WdShing","Wd Shng","None",0,"TA","TA","CBlock","TA","Av","ALQ",6.16751649088834,0,6.58617165485467,7.09174211509515,"TA","Y","SBrkr",7.67693714581808,0,0,7.67693714581808,1,0,2,0,4,1,"Gd",7,1,"Attchd",1950,"Unf",2,6.35610766069589,"Y",3.66356164612965,0,0,0,0,6,2007,"WD","Normal",12.4008167223227
"177",177,60,"RL",97,9.21323617508821,"IR1","Corner","ClearCr","Norm","1Fam","2Story",6,5,1988,1989,"Gable","Plywood","Plywood","BrkFace",5.59098698051086,"Gd","TA","PConc","Gd","No","GLQ",6.72262979485545,0,5.76832099579377,7.04838640872188,"TA","Y","SBrkr",7.05961762829138,6.79794041297493,0,7.63046126178363,0,1,2,1,4,1,"TA",8,1,"Attchd",1988,"Unf",2,6.25575004175337,"Y",0,0,5.25749537202778,0,0,9,2007,"WD","Normal",12.2596134124582
"178",178,50,"RL",60.2023841699877,9.52149480061311,"Reg","Inside","Sawyer","Norm","1Fam","1.5Fin",5,5,1958,1958,"Gable","MetalSd","MetalSd","None",0,"Gd","Gd","CBlock","TA","No","ALQ",4.04305126783455,6.08904487544685,6.31716468674728,6.95844839329766,"Ex","Y","SBrkr",7.13249755166004,6.50428817353665,0,7.56008046502183,1,0,2,0,4,1,"Gd",8,1,"Attchd",1958,"Unf",2,6.11146733950268,"Y",0,0,0,0,0,7,2006,"WD","Normal",12.0581525154536
"179",179,20,"RL",63,9.7655464514229,"IR1","CulDSac","StoneBr","Norm","1Fam","1Story",9,5,2008,2009,"Hip","VinylSd","VinylSd","Stone",6.61740297797448,"Ex","TA","PConc","Ex","No","GLQ",7.55171221535131,0,5.74300318780948,7.70345904786717,"Ex","Y","SBrkr",7.71154897962915,0,0,7.71154897962915,1,0,2,0,1,1,"Ex",9,1,"Attchd",2009,"Fin",3,7.06133436691044,"Y",0,0,0,0,0,7,2009,"New","Partial",13.1260306447518
"180",180,30,"RM",60,9.05017161982336,"Reg","Inside","OldTown","Norm","1Fam","1Story",5,6,1923,2006,"Gable","Wd Sdng","Wd Sdng","None",0,"Gd","TA","CBlock","TA","No","Unf",0,0,6.87523208727658,6.87523208727658,"TA","Y","SBrkr",6.87523208727658,0,0,6.87523208727658,0,0,1,0,2,1,"TA",5,0,"Detchd",1935,"Unf",2,6.17378610390194,"N",5.21493575760899,0,0,0,0,7,2007,"WD","Normal",11.5129254649702
"181",181,160,"FV",30.4288718301316,7.65775527113487,"Reg","Inside","Somerst","Norm","Twnhs","2Story",6,5,2000,2000,"Gable","MetalSd","MetalSd","BrkFace",6.12249280951439,"Gd","TA","PConc","Gd","No","GLQ",6.07764224334903,0,5.76832099579377,6.62804137617953,"Ex","Y","SBrkr",6.64509096950564,6.62804137617953,0,7.32974968904151,0,0,2,1,3,1,"Gd",5,1,"Detchd",2000,"Unf",2,6.08677472691231,"Y",0,0,0,0,0,6,2007,"WD","Normal",12.083905011556
"182",182,70,"RL",54,8.93432333105491,"Reg","Inside","Crawfor","Norm","1Fam","2Story",7,6,1920,1950,"Gable","Stucco","Stucco","None",0,"TA","TA","BrkTil","Fa","No","LwQ",5.8636311755981,0,6.08904487544685,6.67582322163485,"Gd","Y","SBrkr",6.80350525760834,6.80350525760834,0,7.49665243816828,0,0,1,1,4,1,"TA",9,1,"Detchd",1920,"Unf",1,5.37527840768417,"Y",3.68887945411394,0,0,0,0,7,2006,"WD","Normal",12.2065725205718
"183",183,20,"RL",60,9.11162439903702,"Reg","Inside","Edwards","Artery","1Fam","1Story",5,6,1957,2006,"Hip","Wd Sdng","Wd Sdng","BrkFace",4.58496747867057,"TA","TA","PConc","TA","No","LwQ",0,0,0,0,"Ex","Y","SBrkr",7.20042489294496,0,0,7.20042489294496,0,0,1,0,3,1,"TA",7,1,"Attchd",1957,"RFn",1,5.52942908751142,"Y",0,5.19295685089021,0,0,0,6,2007,"WD","Normal",11.6952470217642
"184",184,50,"RM",63,9.34364673928441,"Reg","Inside","OldTown","Norm","1Fam","1.5Fin",7,5,2003,2003,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","No","Unf",0,0,7.21670948670946,7.21670948670946,"Ex","Y","SBrkr",7.21670948670946,6.5792512120101,0,7.64108424917491,0,0,2,1,3,1,"Gd",6,0,"Detchd",2003,"Unf",2,6.18208490671663,"N",0,0,0,0,0,6,2008,"WD","Normal",12.2060726455302
"185",185,50,"RL",92,8.91435727448502,"IR1","Inside","BrkSide","RRAn","1Fam","1.5Fin",5,8,1908,1991,"Gable","AsbShng","Plywood","None",0,"TA","TA","PConc","Fa","No","Unf",0,0,6.22257626807137,6.22257626807137,"Gd","Y","SBrkr",6.84161547647759,5.75574221358691,0,7.13249755166004,0,0,1,0,3,1,"TA",5,0,"Attchd",1986,"Unf",2,6.35610766069589,"Y",0,0,0,0,0,6,2006,"WD","Normal",11.7519423654407
"186",186,75,"RM",90,10.0410732154887,"IR2","Inside","OldTown","Artery","1Fam","2.5Fin",10,9,1892,1993,"Gable","Wd Sdng","Wd Sdng","None",0,"Gd","Gd","BrkTil","TA","Mn","Unf",0,0,7.00940893270864,7.00940893270864,"Ex","Y","SBrkr",7.32514895795557,7.32514895795557,6.3491389913798,8.19090888118251,0,0,2,1,4,1,"Ex",12,2,"Detchd",1993,"Unf",3,6.73340189183736,"Y",0,0,6.01615715969835,0,0,6,2006,"WD","Normal",13.0710700830168
"187",187,80,"RL",86.8742487938292,9.20502627715241,"IR1","CulDSac","Mitchel","Norm","1Fam","SLvl",7,5,1990,1991,"Gable","HdBoard","HdBoard","None",0,"TA","TA","PConc","Gd","Av","GLQ",6.4150969591716,0,6.3578422665081,7.08002649992259,"Ex","Y","SBrkr",7.10414409298753,0,0,7.10414409298753,1,0,2,0,3,1,"Gd",6,0,"Attchd",1990,"Unf",2,6.20859002609663,"Y",0,0,0,0,0,6,2009,"WD","Normal",12.0610468734799
"188",188,50,"RL",60,9.25052216160901,"Reg","Inside","OldTown","Norm","1Fam","1.5Fin",5,7,1916,1987,"Gable","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Fa","No","Unf",0,0,6.49223983502047,6.49223983502047,"Ex","Y","SBrkr",6.69456205852109,6.55677835615804,4.969813299576,7.4121603349452,0,0,2,1,3,1,"TA",8,0,"Detchd",1916,"Unf",1,5.19295685089021,"N",0,4.9416424226093,0,0,0,8,2009,"WD","Normal",11.8130300574206
"189",189,90,"RL",64,8.85623355614316,"Reg","Inside","SawyerW","Feedr","Duplex","SFoyer",5,5,1979,1979,"Gable","Plywood","Plywood","Stone",5.61677109766657,"TA","TA","CBlock","Gd","Av","GLQ",6.99025650049388,0,0,6.99025650049388,"TA","Y","SBrkr",7.10987946307227,0,0,7.10987946307227,2,0,0,2,2,2,"TA",6,2,"Detchd",1979,"Unf",2,6.26909628370626,"Y",0,0,0,0,0,6,2009,"WD","Alloca",11.9403933925547
"190",190,120,"RL",41,8.5016733797582,"Reg","Inside","StoneBr","Norm","TwnhsE","1Story",8,5,2001,2002,"Gable","CemntBd","CmentBd","None",0,"Gd","TA","PConc","Ex","Av","GLQ",7.05012252026906,0,6.08677472691231,7.37337430991005,"Ex","Y","SBrkr",7.37337430991005,0,0,7.37337430991005,1,0,1,1,0,1,"Ex",5,1,"Attchd",2001,"Fin",2,6.52502965784346,"Y",0,0,5.41164605185504,0,0,8,2008,"WD","Normal",12.563747089802
"191",191,70,"RL",70,9.26577507886428,"Reg","Inside","Crawfor","Norm","1Fam","2Story",8,8,1932,1994,"Hip","BrkFace","BrkFace","None",0,"Gd","TA","CBlock","Gd","No","Rec",5.6937321388027,0,6.32076829425058,6.74875954749168,"TA","Y","SBrkr",7.34536484041687,7.07157336421153,0,7.91095738284559,0,0,2,1,3,1,"Gd",10,2,"Detchd",1932,"Unf",2,6.08677472691231,"Y",0,0,0,0,0,12,2007,"WD","Normal",12.6603279178078
"192",192,60,"RL",76.659250315129,8.91891797990868,"IR1","CulDSac","NAmes","Norm","1Fam","2Story",7,9,1972,2004,"Gable","HdBoard","HdBoard","BrkFace",4.92725368515721,"TA","TA","CBlock","TA","No","ALQ",6.4393503711001,0,4.59511985013459,6.58617165485467,"Gd","Y","SBrkr",6.58617165485467,6.62539236800796,0,7.2991214627108,1,0,1,1,4,1,"Gd",7,0,"Attchd",1972,"Fin",2,6.18208490671663,"Y",0,0,0,0,0,6,2007,"WD","Normal",12.1226910365911
"193",193,20,"RL",68,9.10686696349991,"IR1","Inside","CollgCr","Norm","1Fam","1Story",7,5,1999,1999,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","Av","GLQ",6.32793678372919,0,6.7696419768525,7.26612877955645,"Ex","Y","SBrkr",7.26612877955645,0,0,7.26612877955645,1,0,2,0,3,1,"Gd",6,0,"Attchd",1999,"Fin",2,6.50128967054039,"Y",0,0,0,0,0,9,2009,"WD","Normal",12.1652506510099
"194",194,160,"RM",24,7.83280751652486,"Reg","Inside","Edwards","Norm","Twnhs","2Story",7,5,2004,2004,"Gable","VinylSd","VinylSd","Stone",3.91202300542815,"Gd","TA","PConc","Gd","No","Unf",0,0,6.87729607149743,6.87729607149743,"Ex","Y","SBrkr",6.87729607149743,6.6052979209482,0,7.44366368311559,0,0,2,0,3,1,"Gd",7,0,"Detchd",2004,"Unf",2,5.94017125272043,"Y",0,0,0,0,0,5,2006,"WD","Normal",11.7752897294377
"195",195,20,"RL",60,8.87905466204227,"IR1","Inside","CollgCr","Norm","1Fam","1Story",5,7,1972,1972,"Hip","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","Av","ALQ",5.96614673912369,0,6.16120732169508,6.76157276880406,"TA","Y","SBrkr",6.76157276880406,0,0,6.76157276880406,0,0,1,0,3,1,"TA",5,0,"Detchd",1989,"Unf",1,5.8636311755981,"Y",0,0,0,0,0,5,2008,"WD","Normal",11.7519423654407
"196",196,160,"RL",24,7.73193072194849,"Reg","FR2","NPkVill","Norm","Twnhs","2Story",6,6,1976,1976,"Gable","Plywood","Brk Cmn","None",0,"TA","TA","CBlock","Gd","No","ALQ",6.33859407820318,0,5.66642668811243,6.75110146893676,"TA","Y","SBrkr",6.75110146893676,6.39859493453521,0,7.28344822875663,0,0,2,1,3,1,"TA",7,1,"Attchd",1976,"Unf",2,6.08677472691231,"Y",0,0,0,0,0,7,2009,"WD","Normal",11.9083402372249
"197",197,20,"RL",79,9.15016564894011,"Reg","Inside","Somerst","Norm","1Fam","1Story",7,5,2007,2007,"Hip","CemntBd","CmentBd","Stone",5.32300997913841,"Ex","TA","PConc","Ex","No","GLQ",7.02642680869964,0,6.39692965521615,7.45356187164337,"Ex","Y","SBrkr",7.45356187164337,0,0,7.45356187164337,1,0,2,0,3,1,"Ex",8,1,"Attchd",2007,"Fin",3,6.66695679242921,"Y",0,0,5.5834963087817,0,0,9,2007,"New","Partial",12.6503481262032
"198",198,75,"RL",174,10.1432522048666,"Reg","Corner","NAmes","Artery","1Fam","2Story",8,4,1918,1990,"Gable","Stucco","Stucco","None",0,"Gd","Gd","PConc","TA","No","GLQ",6.94312242281943,5.21493575760899,4.9416424226093,7.2152399787301,"Gd","Y","SBrkr",7.2152399787301,7.2152399787301,5.97126183979046,8.04302088529828,1,1,2,0,4,1,"Gd",8,1,"Detchd",1918,"Unf",2,6.67834211465433,"Y",6.31354804627709,0,0,6.23832462503951,0,3,2006,"WD","Abnorml",12.3673407931263
"199",199,75,"RM",92,8.61613313927114,"Reg","Corner","OldTown","Norm","1Fam","2.5Fin",6,6,1912,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","No","Unf",0,0,6.62671774924902,6.62671774924902,"Ex","Y","SBrkr",6.83410873881384,6.83410873881384,5.91620206260743,7.70930833338587,0,0,1,0,5,1,"TA",8,0,"Attchd",1818.18800167167,"Unf",0,0,"Y",3.40119738166216,0,0,0,0,7,2009,"WD","Abnorml",11.5521461781235
"200",200,20,"RL",76,9.16858043772795,"Reg","Inside","NridgHt","Norm","1Fam","1Story",8,5,2004,2005,"Hip","VinylSd","VinylSd","BrkFace",5.5683445037611,"Gd","TA","PConc","Ex","Av","GLQ",6.99209642741589,0,6.4377516497364,7.44600149832412,"Ex","Y","SBrkr",7.44600149832412,0,0,7.44600149832412,1,0,2,0,3,1,"Ex",7,1,"Attchd",2004,"Fin",3,6.75227037614174,"Y",0,0,5.13579843705026,0,0,1,2009,"WD","Normal",12.5241626741533
"201",201,20,"RM",80,9.05321861620397,"Reg","Corner","Edwards","Norm","1Fam","1Story",4,5,2003,2004,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","No","Unf",0,0,7.02197642307216,7.02197642307216,"Ex","Y","SBrkr",7.02197642307216,0,0,7.02197642307216,0,0,2,0,2,1,"TA",5,0,"Attchd",2003,"RFn",2,6.08677472691231,"Y",0,0,0,0,0,3,2010,"WD","Normal",11.8493977015914
"202",202,20,"RL",75,9.22276289197474,"Reg","Inside","Mitchel","Norm","1Fam","1Story",6,6,1977,1977,"Gable","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","No","ALQ",6.46302945692067,5.63121178182137,5.62040086571715,7.08673793451058,"TA","Y","SBrkr",7.15383380157884,0,0,7.15383380157884,0,1,2,0,3,1,"TA",6,2,"Detchd",1980,"Unf",2,6.15909538849193,"Y",0,0,0,0,0,2,2008,"WD","Normal",12.0523385455881
"203",203,50,"RL",50,8.85366542803745,"Reg","Corner","OldTown","Artery","1Fam","1.5Fin",6,6,1924,1950,"Gable","MetalSd","MetalSd","None",0,"TA","Gd","BrkTil","Fa","No","LwQ",6.42486902390539,0,0,6.42486902390539,"Gd","Y","SBrkr",6.76272950693188,6.09807428216624,0,7.1777824161952,0,0,2,0,2,1,"TA",6,0,"Attchd",1924,"Unf",1,5.98645200528444,"Y",4.83628190695148,0,0,0,0,5,2006,"COD","Normal",11.6262541502772
"204",204,120,"RM",26.7697004646786,8.39795910349254,"Reg","Inside","CollgCr","Norm","TwnhsE","1Story",6,5,2004,2004,"Gable","VinylSd","VinylSd","BrkFace",5.32300997913841,"Gd","TA","PConc","Gd","Av","GLQ",6.49526555593701,0,5.2257466737132,6.7428806357919,"Ex","Y","SBrkr",6.7428806357919,0,0,6.7428806357919,1,0,1,0,1,1,"Gd",3,1,"Attchd",2004,"RFn",2,6.04025471127741,"Y",0,0,0,0,0,1,2008,"WD","Normal",11.9117015849276
"205",205,50,"RM",50,8.1605182474775,"Reg","Inside","OldTown","Norm","1Fam","1.5Fin",5,7,1947,1950,"Gable","AsbShng","AsbShng","None",0,"TA","TA","CBlock","TA","No","LwQ",5.74300318780948,0,6.01126717440416,6.5792512120101,"TA","Y","SBrkr",6.5792512120101,6.33505425149806,0,7.15773548424991,0,0,1,1,2,1,"TA",5,0,"Detchd",1948,"Unf",1,5.48063892334199,"Y",0,0,0,0,0,4,2009,"WD","Normal",11.6082356447746
"206",206,20,"RL",99,9.38016753118845,"Reg","Corner","Gilbert","Norm","1Fam","1Story",7,5,1990,1990,"Gable","HdBoard","HdBoard","None",0,"TA","TA","PConc","Gd","No","Unf",0,0,7.26122509197192,7.26122509197192,"Ex","Y","SBrkr",7.27378631784489,0,0,7.27378631784489,0,0,2,0,3,1,"TA",5,0,"Attchd",1990,"RFn",2,6.21460809842219,"Y",0,6.23048144757848,0,0,0,5,2009,"WD","Normal",12.1034860567551
"207",207,20,"RL",40,9.52317836430908,"IR1","CulDSac","Sawyer","RRAe","1Fam","1Story",5,5,1962,1962,"Gable","HdBoard","HdBoard","None",0,"TA","Gd","CBlock","TA","No","Unf",0,0,7.03878354138854,7.03878354138854,"TA","Y","SBrkr",7.43602781635185,0,0,7.43602781635185,0,0,1,1,3,1,"TA",8,1,"Attchd",1962,"RFn",1,5.85507192220243,"Y",0,0,0,0,0,3,2007,"WD","Normal",11.8768738928755
"208",208,20,"RL",85.4808147526587,9.43292376643183,"IR1","Inside","NAmes","Norm","1Fam","1Story",4,5,1960,1960,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","No","ALQ",6.03787091992214,5.72358510195238,5.92692602597041,7.00306545878646,"TA","Y","SBrkr",7.00306545878646,0,0,7.00306545878646,1,0,1,0,3,1,"TA",6,1,"Attchd",1960,"RFn",1,5.74300318780948,"Y",0,0,0,0,0,4,2008,"WD","Normal",11.8565151693603
"209",209,60,"RL",62.6292992398229,9.57248035534597,"IR1","Inside","SawyerW","Norm","1Fam","2Story",7,5,1988,1989,"Gable","Plywood","Plywood","BrkFace",4.85203026391962,"Gd","TA","CBlock","Gd","Gd","GLQ",6.97073007814353,0,4.52178857704904,7.05358572719368,"Ex","Y","SBrkr",7.07326971745971,6.78219205600679,0,7.63143166457691,1,0,2,1,3,1,"TA",7,1,"Attchd",1988,"Fin",2,6.11809719804135,"Y",0,0,5.03695260241363,0,0,4,2007,"WD","Normal",12.5317727851695
