"","Id","MSSubClass","MSZoning","LotArea","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"454",454,60,"FV",9.10497985631836,"Reg","Lvl","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",8,5,2008,2008,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,6.64378973314767,6.64378973314767,"GasA","Ex","Y","SBrkr",6.66695679242921,6.68959926917897,0,7.37148929521428,0,0,2,1,3,1,"Gd",6,"Typ",0,"Attchd",2008,"RFn",2,6.51619307604296,"TA","TA","Y",0,3.40119738166216,0,0,0,0,0,6,2009,"WD","Normal",12.2548628096996
"455",455,90,"RL",9.13744704645586,"Reg","Lvl","Inside","Gtl","Mitchel","Norm","Norm","Duplex","1Story",5,5,1976,1976,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",7.38150189450671,"Unf",0,4.80402104473326,7.454719949364,"GasA","TA","Y","SBrkr",7.454719949364,0,0,7.454719949364,2,0,2,0,4,2,"TA",8,"Typ",0,"Detchd",1976,"Unf",2,6.32793678372919,"TA","TA","Y",0,0,0,0,0,0,0,7,2006,"WD","Family",12.1441972418121
"456",456,20,"RL",9.16951837745593,"Reg","Lvl","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",7,6,1973,1973,"Hip","CompShg","HdBoard","HdBoard","BrkFace",5.76832099579377,"TA","TA","CBlock","TA","TA","No","ALQ",6.82001636467413,"Unf",0,5.78689738136671,7.12447826249342,"GasA","Fa","Y","SBrkr",7.12447826249342,0,0,7.12447826249342,0,0,1,1,3,1,"TA",6,"Typ",1,"Attchd",1973,"Unf",2,6.26909628370626,"TA","TA","Y",0,0,0,0,0,0,0,9,2007,"WD","Normal",12.0753943218881
"457",457,70,"RM",8.42748727833174,"Reg","Lvl","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",5,5,1916,1950,"Gable","CompShg","AsbShng","AsbShng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,6.43615036836943,6.43615036836943,"GasA","Fa","N","SBrkr",6.43615036836943,6.5792512120101,0,7.20340552108309,0,0,1,0,4,1,"TA",7,"Typ",0,"Detchd",1916,"Unf",3,6.24027584517077,"Fa","Fa","Y",0,0,4.56434819146784,0,0,0,0,5,2008,"COD","Abnorml",11.4927227576527
"458",458,20,"RL",10.8823210653826,"IR1","Low","CulDSac","Mod","ClearCr","Norm","Norm","1Fam","1Story",4,6,1954,1994,"Flat","Tar&Grv","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","Gd","BLQ",7.01750614294126,"Unf",0,5.51342874616498,7.21817683840341,"GasA","Ex","Y","SBrkr",7.41637847919293,0,0,7.41637847919293,1,0,1,0,2,1,"Gd",6,"Min1",2,"Attchd",1954,"Fin",2,6.2709884318583,"TA","TA","Y",5.41164605185504,4.91998092582813,0,0,0,0,0,3,2008,"WD","Normal",12.4529327234617
"459",459,70,"RM",8.53699581871242,"Reg","Lvl","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",8,7,1925,1996,"Hip","CompShg","Stucco","Wd Shng","None",0,"TA","Gd","PConc","TA","TA","No","Unf",0,"Unf",0,6.37672694789863,6.37672694789863,"GasA","Fa","Y","SBrkr",6.72503364216684,6.72503364216684,0,7.41818082272679,0,0,1,0,3,1,"Gd",7,"Typ",1,"Detchd",1925,"Unf",1,5.42934562895444,"TA","TA","Y",5.25749537202778,4.14313472639153,0,0,0,0,0,6,2008,"WD","Normal",11.9891596439666
"460",460,50,"RL",8.85580599253656,"IR1","Bnk","Corner","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,4,1950,1950,"Gable","CompShg","MetalSd","MetalSd","BrkCmn",5.08140436498446,"TA","TA","CBlock","TA","TA","No","LwQ",5.22035582507832,"Unf",0,6.26149168432104,6.56385552653213,"GasA","TA","Y","SBrkr",6.88653164253051,5.41164605185504,0,7.09257371597468,1,0,1,0,3,1,"Gd",5,"Typ",1,"Detchd",1950,"Unf",1,5.8636311755981,"TA","TA","Y",0,0,5.51342874616498,0,0,0,0,7,2009,"WD","Normal",11.6082356447746
"461",461,60,"FV",8.98769669570362,"IR1","Lvl","Inside","Gtl","Somerst","RRAn","Norm","1Fam","2Story",8,5,2009,2009,"Gable","CompShg","VinylSd","VinylSd","Stone",4.70048036579242,"Gd","TA","PConc","Gd","TA","No","GLQ",6.29894924685594,"Unf",0,5.66296048013595,6.72383244082121,"GasA","Ex","Y","SBrkr",6.72383244082121,7.0057890192535,0,7.56786260546388,1,0,2,1,3,1,"TA",8,"Typ",0,"BuiltIn",2009,"Fin",2,6.31354804627709,"TA","TA","Y",0,5.01063529409626,0,0,0,0,0,12,2009,"New","Partial",12.4815619372163
"462",462,70,"RL",8.88183630500415,"Reg","Lvl","Inside","Gtl","SWISU","Feedr","Norm","1Fam","2Story",7,9,1936,2007,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","Gd","PConc","Gd","Gd","No","ALQ",5.85793315448346,"BLQ",5.34710753071747,0,6.32793678372919,"GasA","Ex","Y","SBrkr",6.35437004079735,6.32793678372919,0,7.0343879299155,1,0,1,0,3,1,"Gd",6,"Typ",0,"Detchd",1971,"RFn",2,6.35610766069589,"TA","TA","Y",5.54517744447956,0,0,0,0,0,0,4,2009,"WD","Normal",11.9511803959014
"464",464,70,"RL",9.39166142843655,"IR1","HLS","Inside","Mod","Crawfor","Norm","Norm","1Fam","2Story",6,7,1934,1995,"Hip","CompShg","Stucco","Stucco","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",5.78689738136671,"Unf",0,5.96357934361845,6.57228254269401,"GasA","Fa","Y","FuseA",6.74405918631135,6.69826805411541,0,7.41457288135059,0,0,1,1,3,1,"TA",6,"Typ",1,"Detchd",1939,"Unf",1,5.48063892334199,"TA","TA","Y",0,0,0,0,0,0,0,8,2008,"WD","Normal",12.1479137313566
"465",465,20,"RL",9.0395520509959,"Reg","HLS","Inside","Mod","CollgCr","Norm","Norm","1Fam","1Story",5,5,1978,1978,"Gable","CompShg","HdBoard","HdBoard","BrkFace",4.91265488573605,"TA","TA","CBlock","Gd","TA","No","Rec",6.42324696353352,"Unf",0,6.04973345523196,6.94697599213542,"GasA","TA","Y","SBrkr",6.94697599213542,0,0,6.94697599213542,0,0,2,0,3,1,"TA",5,"Typ",0,"2Types",1828.036031228,"Unf",0,0,"Po","TA","Y",0,0,0,0,0,0,0,8,2009,"WD","Normal",11.7280368445872
"466",466,120,"RM",8.03008409426756,"Reg","Lvl","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2004,2004,"Hip","CompShg","VinylSd","VinylSd","BrkFace",2.89037175789616,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,7.22620901010067,7.22620901010067,"GasA","Ex","Y","SBrkr",7.25417784645652,0,0,7.25417784645652,0,0,2,0,2,1,"Gd",6,"Typ",1,"Attchd",2004,"Fin",2,5.98645200528444,"TA","TA","Y",4.969813299576,2.99573227355399,0,0,0,0,0,5,2006,"WD","Normal",12.0936875149354
"467",467,20,"RL",9.2712473068797,"Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",7,5,1970,1970,"Flat","Tar&Grv","Plywood","Plywood","None",0,"TA","Gd","CBlock","TA","Gd","Gd","GLQ",6.65672652417839,"Unf",0,6.21260609575152,7.15226885603254,"GasA","TA","Y","SBrkr",7.15226885603254,0,0,7.15226885603254,1,0,1,0,2,1,"TA",5,"Typ",1,"Attchd",1970,"Unf",2,6.26530121273771,"TA","TA","Y",0,0,0,0,5.17048399503815,0,0,4,2007,"WD","Normal",12.0257490913989
"468",468,70,"RL",9.15693959524907,"Reg","Lvl","Inside","Gtl","NAmes","Artery","Norm","1Fam","2Story",5,7,1942,1995,"Gable","CompShg","MetalSd","MetalSd","Stone",5.41164605185504,"TA","TA","CBlock","TA","TA","No","LwQ",5.95583736946483,"Unf",0,5.8348107370626,6.59030104819669,"GasA","Ex","Y","SBrkr",6.78897174299217,6.62804137617953,0,7.40488757561612,0,0,1,1,3,1,"Gd",7,"Typ",2,"Attchd",1942,"Unf",1,5.74300318780948,"TA","TA","Y",5.12396397940326,0,0,0,0,0,0,6,2007,"WD","Normal",11.8947807074393
"469",469,20,"RL",9.34382176335066,"IR1","Lvl","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",5.51342874616498,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,7.39387829010776,7.39387829010776,"GasA","Ex","Y","SBrkr",7.39878627541995,0,0,7.39878627541995,0,0,2,0,3,1,"Gd",7,"Typ",1,"Attchd",2006,"RFn",3,6.76388490856244,"TA","TA","Y",0,3.78418963391826,0,0,0,0,0,5,2007,"WD","Normal",12.4292161968444
"470",470,60,"RL",9.13680146864131,"IR1","Lvl","Corner","Gtl","SawyerW","RRNe","Norm","1Fam","2Story",6,5,1993,1993,"Gable","CompShg","HdBoard","HdBoard","BrkFace",4.78749174278205,"Gd","TA","PConc","Gd","TA","No","GLQ",6.05443934626937,"Unf",0,6.00635315960173,6.72383244082121,"GasA","Ex","Y","SBrkr",6.72383244082121,6.77764659363512,0,7.44424864949671,0,0,2,1,3,1,"Gd",7,"Typ",0,"Attchd",1993,"RFn",2,6.22653666928747,"TA","TA","Y",4.969813299576,4.24849524204936,0,0,0,0,0,6,2008,"WD","Normal",12.1388638958367
"471",471,120,"RL",8.82761475083751,"IR1","Lvl","Corner","Gtl","StoneBr","Norm","Norm","TwnhsE","1Story",8,5,1985,1985,"Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",5.90808293816893,"BLQ",7.02108396428914,0,7.30518821539304,"GasA","TA","Y","SBrkr",7.31455283232408,0,0,7.31455283232408,1,0,1,1,1,1,"Gd",4,"Typ",0,"Attchd",1985,"RFn",2,6.26909628370626,"TA","TA","Y",0,3.98898404656427,0,0,4.9416424226093,0,0,6,2010,"WD","Normal",12.2643415536542
"472",472,60,"RL",9.3886539073726,"Reg","Lvl","Inside","Gtl","NWAmes","PosA","Norm","1Fam","2Story",7,6,1977,1977,"Mansard","WdShake","WdShing","Plywood","None",0,"TA","TA","CBlock","Gd","TA","No","Unf",0,"Unf",0,6.69456205852109,6.69456205852109,"GasA","TA","Y","SBrkr",7.05703698169789,6.69456205852109,0,7.58528107863913,0,0,2,1,3,1,"TA",8,"Typ",1,"Attchd",1977,"RFn",2,6.2803958389602,"TA","TA","Y",0,0,0,0,5.62040086571715,0,0,11,2007,"WD","Normal",12.1547793511426
"473",473,180,"RM",8.20930841164694,"Reg","Lvl","Inside","Gtl","Edwards","Norm","Norm","TwnhsE","SLvl",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",4.38202663467388,"TA","TA","PConc","Gd","TA","Gd","GLQ",6.12905021006055,"Unf",0,4.47733681447821,6.30444880242198,"GasA","Ex","Y","SBrkr",6.97728134163075,0,0,6.97728134163075,1,0,1,0,2,1,"TA",5,"Typ",0,"Basment",2005,"RFn",2,6.26339826259162,"TA","TA","Y",0,3.3322045101752,0,0,0,0,0,6,2008,"WD","Normal",11.9049675527463
"474",474,20,"RL",9.6142709699924,"IR1","Lvl","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd","BrkFace",5.71702770140622,"Gd","TA","PConc","Ex","TA","Gd","GLQ",7.20785987143248,"Unf",0,6.4393503711001,7.58882987830781,"GasA","Ex","Y","SBrkr",7.58882987830781,0,0,7.58882987830781,1,0,2,0,2,1,"Gd",7,"Typ",1,"Attchd",2006,"RFn",3,6.81124437860129,"TA","TA","Y",5.52146091786225,4.14313472639153,0,0,0,0,0,7,2007,"New","Partial",12.9945300058944
"475",475,120,"RL",8.58110651715989,"Reg","Lvl","Inside","Gtl","StoneBr","Norm","Norm","TwnhsE","1Story",8,5,2000,2000,"Gable","CompShg","CemntBd","CmentBd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",7.08673793451058,"Unf",0,5.6970934865054,7.30921236569276,"GasA","Ex","Y","SBrkr",7.40974195408092,0,0,7.40974195408092,1,0,2,0,2,1,"Ex",6,"Typ",0,"Attchd",2000,"RFn",2,6.21260609575152,"TA","TA","Y",4.56434819146784,3.87120101090789,0,0,0,0,0,8,2007,"WD","Normal",12.4332082181139
"476",476,20,"RL",9.04546572878595,"Reg","Lvl","Corner","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1963,1963,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",6.44571981938558,"Unf",0,5.82894561761021,6.87729607149743,"GasA","TA","Y","SBrkr",6.87729607149743,0,0,6.87729607149743,1,0,1,0,2,1,"TA",5,"Typ",0,"Detchd",1996,"Unf",2,6.43615036836943,"TA","TA","Y",0,3.17805383034795,0,0,5.25749537202778,0,0,7,2007,"WD","Normal",11.7943379244084
"477",477,20,"RL",9.48227408745982,"Reg","Lvl","Inside","Mod","CollgCr","Norm","Norm","1Fam","1Story",6,5,1997,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",5.37063802812766,"TA","TA","PConc","Gd","TA","Gd","GLQ",6.90173720665657,"Unf",0,6.18208490671663,7.29844510150815,"GasA","Ex","Y","SBrkr",7.30854279753919,0,0,7.30854279753919,1,0,2,0,3,1,"Gd",7,"Typ",1,"Attchd",1997,"Fin",2,6.23048144757848,"TA","TA","Y",4.9416424226093,3.66356164612965,0,0,0,0,0,4,2008,"WD","Normal",12.2496109475447
"478",478,60,"RL",9.52464003233223,"Reg","Lvl","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",9,5,2006,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",6.64898455002478,"Ex","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,7.67461749736436,7.67461749736436,"GasA","Ex","Y","SBrkr",7.63482067774554,6.35262939631957,0,7.87966991460429,0,0,2,1,3,1,"Ex",9,"Typ",1,"BuiltIn",2006,"Fin",3,6.5424719605068,"TA","TA","Y",6.02586597382531,4.43081679884331,0,0,0,0,0,3,2007,"WD","Normal",12.8479265317026
"479",479,20,"RL",9.27209376825166,"Reg","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5,2007,2008,"Hip","CompShg","VinylSd","VinylSd","Stone",5.8171111599632,"Gd","TA","PConc","Ex","TA","Gd","GLQ",7.1608459066643,"Unf",0,6.0330862217988,7.44132038971762,"GasA","Ex","Y","SBrkr",7.4489161025442,0,0,7.4489161025442,1,0,2,0,3,1,"Gd",7,"Typ",1,"Attchd",2007,"RFn",3,6.71659477352098,"TA","TA","Y",5.33753807970132,3.78418963391826,0,0,0,0,0,9,2009,"WD","Normal",12.6014874177848
"480",480,30,"RM",8.68693596600333,"Reg","Bnk","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",4,7,1937,2000,"Hip","CompShg","Stucco","Stucco","BrkCmn",6.07534603108868,"TA","TA","BrkTil","Fa","TA","No","Rec",5.12396397940326,"Unf",0,6.6052979209482,6.81014245011514,"GasA","TA","Y","SBrkr",7.03085747611612,0,0,7.03085747611612,0,0,1,0,2,1,"TA",7,"Typ",0,"Detchd",1995,"Unf",2,6.51025834052315,"TA","TA","Y",0,4.27666611901606,0,0,0,0,0,3,2007,"WD","Alloca",11.40166982941
"481",481,20,"RL",9.68240437718884,"IR1","Lvl","FR2","Gtl","NridgHt","Norm","Norm","1Fam","1Story",9,5,2004,2005,"Hip","CompShg","VinylSd","VinylSd","BrkFace",5.93489419561959,"Gd","TA","PConc","Ex","TA","Gd","GLQ",7.13966033596492,"Unf",0,6.3491389913798,7.5137092478397,"GasA","Ex","Y","SBrkr",7.52294091807237,0,0,7.52294091807237,1,0,2,0,3,1,"Gd",8,"Typ",1,"Attchd",2004,"Fin",3,6.64898455002478,"TA","TA","Y",6.25190388316589,4.71849887129509,0,0,0,0,0,3,2006,"WD","Normal",12.6946526603488
"482",482,20,"RL",9.37974553683691,"IR1","HLS","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",9,5,2003,2004,"Hip","CompShg","VinylSd","VinylSd","BrkFace",6.33150184989369,"Gd","TA","PConc","Ex","TA","Gd","GLQ",7.35691824235602,"Unf",0,5.41610040220442,7.49108759353488,"GasA","Ex","Y","SBrkr",7.49108759353488,0,0,7.49108759353488,1,0,2,0,2,1,"Ex",6,"Typ",1,"Attchd",2003,"Fin",3,6.77308037565554,"TA","TA","Y",5.32787616878958,3.89182029811063,0,0,0,0,0,8,2006,"WD","Normal",12.8320110763967
"483",483,70,"RM",7.82404601085629,"Reg","Lvl","Corner","Gtl","OldTown","Norm","Norm","1Fam","2Story",7,8,1915,2005,"Gable","CompShg","Stucco","Stucco","None",0,"Gd","TA","PConc","TA","TA","No","ALQ",5.70044357339069,"Unf",0,6.4150969591716,6.8134445995109,"GasA","Ex","Y","SBrkr",6.82001636467413,6.8134445995109,0,7.50988306115491,1,0,1,1,4,1,"Ex",7,"Min2",1,"Attchd",1915,"Unf",1,5.0998664278242,"Fa","Fa","Y",0,0,0,0,0,0,0,6,2009,"WD","Normal",11.9511803959014
"484",484,120,"RM",8.41183267575841,"Reg","Lvl","FR2","Gtl","Mitchel","Norm","Norm","Twnhs","1Story",6,5,1998,1998,"Hip","CompShg","VinylSd","VinylSd","BrkFace",4.75359019110636,"TA","TA","PConc","Ex","TA","No","GLQ",6.7990558620588,"Unf",0,5.76519110278484,7.10332206252611,"GasA","Ex","Y","SBrkr",7.10332206252611,0,0,7.10332206252611,1,0,2,0,2,1,"TA",5,"Typ",0,"Attchd",1998,"Unf",2,5.99645208861902,"TA","TA","Y",0,4.8283137373023,0,0,0,0,0,5,2006,"WD","Normal",12.0076217068063
"485",485,20,"RL",8.95647984799991,"IR1","Lvl","Corner","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,7,1962,2001,"Gable","CompShg","HdBoard","Plywood","None",0,"TA","Gd","CBlock","TA","TA","No","ALQ",6.37672694789863,"Unf",0,6.01859321449623,6.90675477864855,"GasA","Gd","Y","SBrkr",6.90675477864855,0,0,6.90675477864855,1,0,1,0,3,1,"Gd",6,"Typ",0,"Detchd",1963,"Unf",1,5.57594910314632,"TA","TA","Y",0,4.88280192258637,0,0,0,0,0,3,2007,"WD","Normal",11.7943379244084
"486",486,20,"RL",9.16951837745593,"Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1950,2007,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","CBlock","TA","TA","No","ALQ",6.4085287910595,"Unf",0,6.22653666928747,7.01481435127554,"GasA","Gd","Y","SBrkr",7.01481435127554,0,0,7.01481435127554,0,0,1,0,3,1,"Gd",5,"Typ",1,"Attchd",1950,"Unf",1,5.57594910314632,"TA","TA","Y",0,4.38202663467388,4.78749174278205,0,0,0,0,7,2009,"WD","Normal",11.8981878657609
"487",487,20,"RL",9.23883064237581,"Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1965,1965,"Hip","CompShg","MetalSd","MetalSd","BrkFace",5.12396397940326,"TA","TA","CBlock","TA","TA","No","ALQ",6.7286286130847,"Unf",0,5.46806014113513,6.9782137426307,"GasA","TA","Y","SBrkr",6.9782137426307,0,0,6.9782137426307,1,0,1,1,3,1,"TA",6,"Typ",0,"Attchd",1965,"RFn",2,6.24416690066374,"TA","TA","Y",0,0,0,0,0,0,0,6,2007,"WD","Normal",11.9576112862317
"488",488,20,"RL",9.41270962407392,"IR1","Lvl","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",5,6,1971,1971,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","Av","ALQ",6.90575327631146,"Unf",0,6.18620862390049,7.30249642372733,"GasA","Gd","Y","SBrkr",7.30249642372733,0,0,7.30249642372733,0,0,2,0,3,1,"TA",7,"Typ",1,"Attchd",1971,"Unf",2,6.18826412308259,"TA","TA","Y",5.41164605185504,0,0,0,5.19295685089021,0,0,2,2007,"WD","Normal",12.0725412529057
"489",489,190,"RL",9.28730141311231,"Reg","Lvl","Corner","Gtl","OldTown","Norm","Norm","2fmCon","1.5Fin",5,4,1900,1970,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Fa","CBlock","TA","Fa","No","BLQ",6.49828214947643,"Unf",0,5.66988092298052,6.86066367144829,"GasA","TA","N","FuseA",7.47647238116391,6.47389069635227,0,7.78904040165748,0,0,2,0,3,2,"TA",10,"Mod",1,"Attchd",1970,"Unf",2,6.25382881157547,"TA","Fa","N",4.95582705760126,0,0,0,0,0,0,5,2006,"ConLD","Normal",11.982929094216
"490",490,180,"RM",7.3304052118444,"Reg","Lvl","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","SFoyer",4,8,1970,2002,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","Gd","CBlock","Gd","TA","Av","GLQ",6.24416690066374,"Unf",0,4.74493212836325,6.44571981938558,"GasA","TA","Y","SBrkr",6.44571981938558,0,0,6.44571981938558,1,0,1,0,1,1,"Gd",3,"Typ",0,"Attchd",1970,"Unf",1,5.65599181081985,"TA","TA","Y",0,0,0,0,0,0,0,5,2009,"WD","Normal",11.3621025752356
"491",491,160,"RM",7.88795933659994,"Reg","Lvl","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","2Story",5,6,1976,1976,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","PConc","Gd","TA","Mn","Unf",0,"Unf",0,5.57594910314632,5.57594910314632,"GasA","TA","Y","SBrkr",6.42324696353352,6.53378883793334,0,7.1731917424866,0,0,1,1,3,1,"TA",4,"Typ",1,"BuiltIn",1976,"Fin",1,5.8171111599632,"TA","TA","Y",4.94875989037817,3.17805383034795,0,0,0,0,0,6,2008,"WD","Normal",11.6526874073454
"492",492,50,"RL",9.15799389160397,"Reg","Lvl","Inside","Gtl","NAmes","Artery","Norm","1Fam","1.5Fin",6,7,1941,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",5.99893656194668,"Rec",5.10594547390058,5.47227067367148,6.69208374250663,"GasA","TA","Y","FuseA",6.86484777797086,6.42971947803914,0,7.36391350140582,1,0,1,0,3,1,"Fa",5,"Typ",2,"Attchd",1941,"Unf",1,5.48063892334199,"TA","TA","Y",0,0,3.46573590279973,0,0,0,0,8,2006,"WD","Normal",11.7981044072039
"493",493,60,"RL",9.65361494147989,"IR1","Lvl","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,6.59030104819669,6.59030104819669,"GasA","Gd","Y","SBrkr",6.59030104819669,6.59030104819669,0,7.28344822875663,0,0,2,1,3,1,"TA",8,"Typ",0,"Attchd",2006,"RFn",2,6.06145691892802,"TA","TA","Y",0,0,0,0,0,0,0,5,2006,"New","Partial",12.0598033260287
"494",494,20,"RL",8.97853441008332,"Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1960,1960,"Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",5.92425579741453,"LwQ",6.27664348934164,5.89440283426485,7.14598446771439,"GasA","TA","Y","FuseA",7.14598446771439,0,0,7.14598446771439,0,0,1,1,3,1,"TA",6,"Typ",1,"Detchd",1964,"Unf",1,5.73009978297357,"TA","TA","Y",0,0,0,0,0,0,0,6,2008,"WD","Normal",11.9511803959014
"495",495,30,"RM",8.6628507638386,"Reg","Lvl","Inside","Gtl","OldTown","Artery","Norm","1Fam","1Story",5,8,1938,1996,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","Fa","TA","No","Unf",0,"Unf",0,5.24702407216049,5.24702407216049,"GasA","Gd","Y","FuseA",6.78671695060508,0,0,6.78671695060508,0,0,1,0,2,1,"TA",4,"Typ",0,"Attchd",1938,"Unf",1,5.60947179518496,"TA","TA","Y",4.969813299576,2.99573227355399,4.38202663467388,0,0,0,0,12,2009,"WD","Normal",11.4219060665831
"496",496,30,"C (all)",8.97195627124569,"Reg","Lvl","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",4,5,1920,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",6.20455776256869,"Unf",0,5.41610040220442,6.5792512120101,"GasA","TA","N","FuseA",6.5792512120101,0,0,6.5792512120101,0,0,1,0,2,1,"TA",4,"Typ",0,"2Types",1788.47451969488,"Unf",0,0,"Gd","Gd","N",0,6.25958146406492,4.74493212836325,0,0,0,0,11,2009,"WD","Abnorml",10.4602421081905
"497",497,20,"RL",9.44872715270309,"IR1","Lvl","Inside","Gtl","NoRidge","Norm","Norm","1Fam","1Story",8,5,1992,1993,"Hip","CompShg","BrkFace","BrkFace","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",7.11558212618445,"Unf",0,7.58528107863913,8.07090608878782,"GasA","Ex","Y","SBrkr",8.07961802938984,0,0,8.07961802938984,1,0,3,0,4,1,"Gd",10,"Typ",1,"Attchd",1992,"RFn",2,6.30261897574491,"TA","TA","Y",5.57594910314632,4.31748811353631,5.67332326717149,0,0,0,0,5,2007,"WD","Normal",12.9715404876697
"498",498,50,"RL",9.11822508306838,"Reg","Lvl","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",7,6,1925,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Gd","PConc","TA","TA","No","Rec",5.79605775076537,"Unf",0,6.54678541076052,6.93342302573071,"GasA","Ex","Y","SBrkr",7.03262426102801,6.53233429222235,0,7.50659178007084,1,0,2,0,4,1,"TA",8,"Typ",0,"Detchd",1925,"Unf",1,5.48063892334199,"TA","TA","N",0,4.60517018598809,0,0,0,0,0,6,2008,"WD","Normal",12.1226910365911
"499",499,20,"RL",8.96187901267768,"Reg","Lvl","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,7,1967,2004,"Hip","CompShg","HdBoard","HdBoard","BrkFace",4.48863636973214,"TA","TA","PConc","TA","TA","No","ALQ",6.10924758276437,"Unf",0,6.02586597382531,6.76157276880406,"GasA","Ex","Y","SBrkr",6.80128303447162,0,0,6.80128303447162,0,0,1,0,3,1,"Gd",5,"Typ",0,"Attchd",1967,"Fin",1,5.66296048013595,"TA","TA","Y",4.15888308335967,0,0,0,0,0,0,6,2009,"WD","Normal",11.7752897294377
